Kood;Vanem;Tegevusala tekst;SIIA KUULUB;SIIA KUULUB VEEL;SIIA EI KUULU;ERIALALIIDUD;ON ERINÕUDEID?
01501;0150;Segapõllumajandus;"Siia klassi kuulub taimekasvatusega kombineeritud loomakasvatus, st tootmine ei ole spetsialiseeritud kummalegi tegevusalale. 
RAKENDAMISE REEGEL:
Põllumajandusliku üksuse suurus ei ole määrav tegur. Kui taimekasvatuse või loomakasvatuse toodang moodustab standardsest brutomarginaalist 66% või enam, siis ei kuulu üksus segapõllumajanduse alla, vaid tuleb liigitada kas taime- või loomakasvatuse alla.";;"segataimekasvatus, vt 011, 012
segaloomakasvatus, vt 014";;JAH
016;01;Põllumajandust abistavad tegevusalad ja saagikoristusjärgsed tegevused;"Enamasti tasu eest või lepingu alusel tehtavad põllumajandusliku tootmisega seotud tegevused ja põllumajanduse sarnased tegevused, mille eesmärgiks ei ole tootmine (st põllumajandustoodangu saamine).
Siia kuuluvad saagikoristusjärgsed tegevused saagi ettevalmistamiseks esmaseks turustamiseks.";;;;EI
0161;016;Taimekasvatuse abitegevused;"Siia klassi kuulub: 
- taimekasvatustegevused tasu eest või lepingu alusel:
 • põldude ettevalmistamine
 • põllukultuuride külvamine
 • põllukultuuride harimine
 • põllukultuuride pritsimine, k.a lennukitelt
 • vilja- ja viinapuude lõikamine
 • riisi istutamine; peetide harvendamine
 • saagikoristus
 • põllumajandusega seotud kahjuritõrje (k.a jäneste tõrje)
- põllumajanduslike niisutussüsteemide käitamine
Siia klassi kuulub ka:
- põllumajandusmasinate rentimine koos operaatoriga
- isikliku või renditud maa korrashoid ilma põllumajandusliku tootmiseta";;"saagikoristusjärgsed tegevused, vt 0163
põllumaade kuivendamine, vt 4312
maastikuarhitektuur, vt 7111
agronoomide ja põllumajandusökonomistide tegevus, vt 7499
maastikukujundus ja haljastus, vt 8130
põllumajandusnäituste ja -messide korraldamine, vt 8230";;JAH
01611;0161;Taimekasvatuse abitegevused;"Siia klassi kuulub: 
taimekasvatustegevused tasu eest või lepingu alusel:
- põldude ettevalmistamine
- põllukultuuride külvamine
- põllukultuuride harimine
- põllukultuuride pritsimine, k.a lennukitelt
- vilja- ja viinapuude lõikamine
- riisi istutamine; peetide harvendamine
- saagikoristus
- põllumajandusega seotud kahjuritõrje (k.a jäneste tõrje)
- põllumajanduslike niisutussüsteemide käitamine
Siia klassi kuulub ka:
- põllumajandusmasinate rentimine koos operaatoriga
- isikliku või renditud maa korrashoid ilma põllumajandusliku tootmiseta";"muud taimekasvatust teenindavad tegevusalad
puisniitude hooldamine";"saagikoristusjärgsed tegevused, vt 01631
põllumaade kuivendamine, vt 43122
maastikuarhitektuur, vt 71111
agronoomide ja põllumajandusökonomistide tegevus, vt 74991
maastikukujundus ja haljastus, vt 81301
põllumajandusnäituste ja -messide korraldamine, vt 82301
põllu- ja metsatöömasinate ja -seadmete rentimine ja kasutusrent ilma operaatorita, vt 77311";;JAH
0162;016;Loomakasvatuse abitegevused;"Siia klassi kuulub:
- loomakasvatustegevused tasu eest või lepingu alusel:
 • loomade sigivust, kasvu ja tootlust soodustavad tegevused
 • karjakontroll, karjaajamine, loomade söödalevõtt, kodulindude kohitsemine, puuride puhastamine jne
 • kunstliku seemendamisega seotud tegevused
 • paaritusteenused
 • lammaste pügamine
 • põllumajandusloomade pidamine või talitamine rendi- vms suhte alusel
Siia klassi kuulub ka:
- värkimine";;"ainult loomade hooldamiseks ruumide rentimine, vt 6820
põllumajanduslik teadustegevus, vt 7210
veterinaaria, vt 7500
loomade vaktsineerimine, vt 7500
loomade rentimine (nt kari, ratsahobused), vt 7739
lemmikloomade hooldus, vt 9699";;JAH
01621;0162;Loomakasvatuse abitegevused;"Siia klassi kuulub:
loomakasvatustegevused tasu eest või lepingu alusel:
- loomade sigivust, kasvu ja tootlust soodustavad tegevused
- karjakontroll, karjaajamine, loomade söödalevõtt, kodulindude kohitsemine, puuride puhastamine jne
- kunstliku seemendamisega seotud tegevused
- paaritusteenused
- lammaste pügamine
- põllumajandusloomade pidamine või talitamine rendi- vms suhte alusel
Siia klassi kuulub ka:
- värkimine";"hobuserautajate tegevus
munade sorteerimine";"ainult loomade hooldamiseks ruumide rentimine, vt 68201
põllumajanduslik teadustegevus, vt 72101
veterinaaria, vt 75001
loomade vaktsineerimine, vt 75001
loomade rentimine (nt kari, ratsahobused), vt 77399
lemmikloomade hooldus, vt 96991";;JAH
0163;016;Saagikoristusjärgsed tegevused ja seemnete töötlemine paljundamiseks;"Siia klassi kuuluvad saagikoristusjärgsed tegevused tasu eest või lepingu alusel:
- saagi ettevalmistamine esmaseks turustamiseks (nt puhastamine, korrastamine, sortimine või desinfitseerimine)
- puuvilla puhastamine
- tubakalehtede töötlemine (nt päikesekuivatamine)
- kakaoubade töötlemine (nt koorimine)
- puuviljade vahatamine
- puuviljade, köögiviljade, ürtide, vürtside, ravimtaimede ja tubaka kuivatamine
- ravimtaimete sorteerimine, puhastamine ja tükeldamine
- teravilja kuivatamine
- saagikoristusjärgsed tegevused seemnete paljunduskvaliteedi parandamiseks (nt kõrvalise ainese või alamõõduliste ning mitteküpsete seemnete eemaldamine või seemnete niiskuse vähendamine nende turvaliseks säilitamiseks)
- taimseid tekstiilkiude (nagu džuut, lina või kookoskiud) sisaldavate taimede leotamine, mis ei ole seotud nende taimede kasvatamisega
- puuviljade järelvalmitamine teenusena (nt banaanide järelvalmitamine)
Siia klassi kuulub ka:
- seemnete kuivatamine, puhastamine, sortimine ja töötlemine kuni turustamiseni
- geneetiliselt muundatud seemnete töötlemine";;"põllumajandustoodete töötlemine tootja poolt, vt vastavaid klasse gruppides 011, 012, 013
seemnete kasvatamine, vt 011, 012
seemnete töötlemine õli saamiseks, vt 1041
tubakalehtede rootsudest puhastamine ja kuivatamine, vt 1200
vahendajate ja ühistute turundustegevus, vt osa 46
põllumajandusliku tooraine hulgimüük, vt 462
uuringud uute seemnevormide väljatöötamiseks või muutmiseks, vt 7210";;JAH
01631;0163;Saagikoristusjärgsed tegevused;"Siia klassi kuuluvad saagikoristusjärgsed tegevused tasu eest või lepingu alusel:
- saagi ettevalmistamine esmaseks turustamiseks (nt puhastamine, korrastamine, sortimine või desinfitseerimine)
- puuvilla puhastamine
- tubakalehtede töötlemine (nt päikesekuivatamine)
- kakaoubade töötlemine (nt koorimine)
- puuviljade vahatamine
- puuviljade, köögiviljade, ürtide, vürtside, ravimtaimede ja tubaka kuivatamine
- ravimtaimete sorteerimine, puhastamine ja tükeldamine
- teravilja kuivatamine
- taimseid tekstiilkiude (nagu džuut, lina või kookoskiud) sisaldavate taimede leotamine, mis ei ole seotud nende taimede kasvatamisega
- puuviljade järelvalmitamine teenusena (nt banaanide järelvalmitamine)";"kultuurmarjade (aiamarjad) puhastamine
pressitud õle tootmine (põllul)
viljakuivatite tegevus
viljakuivatus ja -tuulutamine";"põllumajandustoodete töötlemine tootja poolt, vt vastavaid klasse gruppides 011, 012, 013
seemnete kasvatamine, vt 011, 012
seemnete töötlemine õli saamiseks, vt 10411
tubakalehtede rootsudest puhastamine ja kuivatamine, vt 12001
vahendajate ja ühistute turundustegevus, vt osa 46
põllumajandusliku tooraine hulgimüük, vt 462
uuringud uute seemnevormide väljatöötamiseks või muutmiseks, vt 72101";;JAH
01632;0163;Seemnete töötlemine paljundamiseks;"Siia klassi kuuluvad saagikoristusjärgsed tegevused tasu eest või lepingu alusel:
seemnete paljunduskvaliteedi parandamiseks (nt kõrvalise ainese või alamõõduliste ning mitteküpsete seemnete eemaldamine või seemnete niiskuse vähendamine nende turvaliseks säilitamiseks)
Siia klassi kuulub ka:
- seemnete kuivatamine, puhastamine, sortimine ja töötlemine kuni turustamiseni
- geneetiliselt muundatud seemnete töötlemine";;"põllumajandustoodete töötlemine tootja poolt, vt vastavaid klasse gruppides 011, 012, 013
seemnete kasvatamine, vt 011, 012
seemnete töötlemine õli saamiseks, vt 10411
tubakalehtede rootsudest puhastamine ja kuivatamine, vt 12001
vahendajate ja ühistute turundustegevus, vt osa 46
põllumajandusliku tooraine hulgimüük, vt 462
uuringud uute seemnevormide väljatöötamiseks või muutmiseks, vt 72101";;JAH
017;01;Jahindus ja seda teenindavad tegevusalad;;;;;EI
0170;017;Jahindus ja seda teenindavad tegevusalad;"Siia klassi kuulub:
- äritegevuslik jahipidamine
- (elusate või surnud) metsloomade püüdmine a) toidu, naha või karusnaha saamiseks ja b) teadusuuringuteks, loomaaedadele või lemmikloomadeks
- jahipidamise tulemusena saadud karusnahkade ja roomajate või lindude nahkade tootmine
- konnade püüdmine ja tigude korjamine looduses
Siia klassi kuulub ka:
- mereimetajate, nt morskade või hüljeste püüdmine maismaal
- kariloomade kaitseks rebaste, naaritsate ja huntide küttimine
- jaht loomapopulatsiooni kontrollimiseks";;"ulukite kasvatamine tehiskeskkonnas (kasvandustes), vt 014
linnunahkade tootmine kasvandustes või roomajate, nt madude ja kilpkonnade kasvatamisest saadud nahkade tootmine, vt 0148
kahjuritõrje (k.a küülikud) põllumajanduslikel eesmärkidel, vt 0161
vaalapüük, vt 0311
tapamajadest pärit nahkade tootmine, vt 1011
sportlik või meelelahutuslik jahipidamine ja sellega seotud teenuste osutamine, vt 9319
jahipidamist ja küttimist edendavate teenuste osutamine, vt 9499";;JAH
01701;0170;Jahindus ja seda teenindavad tegevusalad;"Siia klassi kuulub:
- äritegevuslik jahipidamine
- (elusate või surnud) metsloomade püüdmine a) toidu, naha või karusnaha saamiseks ja b) teadusuuringuteks, loomaaedadele või lemmikloomadeks
- jahipidamise tulemusena saadud karusnahkade ja roomajate või lindude nahkade tootmine
- konnade püüdmine ja tigude korjamine looduses
Siia klassi kuulub ka:
- mereimetajate, nt morskade või hüljeste püüdmine maismaal
- kariloomade kaitseks rebaste, naaritsate ja huntide küttimine
- jaht loomapopulatsiooni kontrollimiseks";metsloomade söödakohtade rajamine ja hooldamine;"ulukite kasvatamine tehiskeskkonnas (kasvandustes), vt 014
linnunahkade tootmine kasvandustes või roomajate, nt madude ja kilpkonnade kasvatamisest saadud nahkade tootmine, vt 01489
kahjuritõrje (k.a küülikud) põllumajanduslikel eesmärkidel, vt 01611
vaalapüük, vt 03111
tapamajadest pärit nahkade tootmine, vt 10111
sportlik või meelelahutuslik jahipidamine ja sellega seotud teenuste osutamine, vt 93192
jahipidamist ja küttimist edendavate teenuste osutamine, vt 94999";;JAH
02;A;Metsamajandus ja metsavarumine;Siia ossa kuuluvad metsakasvatus ja ümarpuidu tootmine ning muude looduslikult kasvavate metsasaaduste kogumine ja korjamine. Metsandustegevuse tulemusena valmivad puidu tootmise kõrval minimaalselt töödeldud tooted, nt küttepuud, puusüsi või töötlemata kujul kasutatav ümarpuit (nt propsid või paberipuit). Need tegevused võivad toimuda looduslikes, poollooduslikes või istutatud metsades.;;puidu edasine töötlemine alates puidu saagimisest ja hööveldamisest, vt osa 16;"Eesti E-kaubanduse Liit
Eesti Kaubandus-Tööstuskoda
Eesti Kaupmeeste Liit
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
021;02;Metsakasvatus ja muud metsamajanduse tegevusalad;;;;;EI
0210;021;Metsakasvatus ja muud metsamajanduse tegevusalad;"Siia klassi kuulub:
- metsakasvatus: metsa istutamine, taasmetsastamine, harvendamine ja metsakaitse
- võsa, paberi- ja küttepuude kasvatamine
- metsapuid kasvatavate puukoolide tegevus
- paplite ja pajude kasvatamine
Need tegevused võivad toimuda looduslikes, poollooduslikes või istutatud metsades.";;"jõulupuude kasvatamine, vt 0129
puukoolide tegevus, v.a metsapuid kasvatavad puukoolid, vt 0130
seente vm metsasaaduste korjamine, vt 0230
puiduhakke tootmine, mis ei ole seotud metsandustegevusega, vt 1611
küttepuude tootmine, mis ei ole seotud metsandustegevusega, vt 1626
ilupuude hooldamise ja puuviljelusega seotud tegevused, vt 8130
rahvusparkide, loodusparkide ja kaitsealade kaitse- ja hooldusteenused, vt 9142";;JAH
02101;0210;Metsakasvatus ja muud metsamajanduse tegevusalad;"Siia klassi kuulub:
- metsakasvatus: metsa istutamine, taasmetsastamine, harvendamine ja metsakaitse
- võsa, paberi- ja küttepuude kasvatamine
- metsapuid kasvatavate puukoolide tegevus
- paplite ja pajude kasvatamine
Need tegevused võivad toimuda looduslikes, poollooduslikes või istutatud metsades.";metsapuude seemnete kasvatamine;"jõulupuude kasvatamine, vt 01291
puukoolide tegevus, v.a metsapuid kasvatavad puukoolid, vt 01301
seente vm metsasaaduste korjamine, vt 02301
puiduhakke tootmine, mis ei ole seotud metsandustegevusega, vt 16111
küttepuude tootmine, mis ei ole seotud metsandustegevusega, vt 16261
ilupuude hooldamise ja puuviljelusega seotud tegevused, vt 81301
rahvusparkide, loodusparkide ja kaitsealade kaitse- ja hooldusteenused, vt 91421";;JAH
022;02;Metsavarumine;;;;;EI
0220;022;Metsavarumine;"Siia klassi kuulub:
- ümarpuidu tootmine metsatööstusettevõtetele
- töötlemata kujul kasutatava ümarpuidu tootmine nt tugipostideks, aiapostideks, liinipostideks
Siia klassi kuulub ka:
- raiejäätmete, nt alusmetsa, kändude, metsahakke ja muude metsajäätmete kogumine ning töötlemine energia saamiseks
- puusöe tootmine metsas (traditsioonilisel meetodil)";;"jõulupuude kasvatamine, vt 0129
metsakasvatus: metsa istutamine, taasmetsastamine, harvendamine ja metsakaitse, vt 0210
loodussaaduste korjamine, vt 0230
puiduhakke tootmine, mis ei ole seotud metsandustegevusega, vt 1611
puusöe tootmine puidu destilleerimise teel, vt 2014";;JAH
02201;0220;Metsavarumine;"Siia klassi kuulub:
- ümarpuidu tootmine metsatööstusettevõtetele
- töötlemata kujul kasutatava ümarpuidu tootmine nt tugipostideks, aiapostideks, liinipostideks
Siia klassi kuulub ka:
- raiejäätmete, nt alusmetsa, kändude, metsahakke ja muude metsajäätmete kogumine ning töötlemine energia saamiseks
- puusöe tootmine metsas (traditsioonilisel meetodil)";"elektriliini, raudtee jms kaitsevööndite puhastusraie
liinialuste sihtide raie
metsalangetamine
võsaraie";"jõulupuude kasvatamine, vt 01291
metsakasvatus: metsa istutamine, taasmetsastamine, harvendamine ja metsakaitse, vt 02101
loodussaaduste korjamine, vt 02301
puiduhakke tootmine, mis ei ole seotud metsandustegevusega, vt 16111
puusöe tootmine puidu destilleerimise teel, vt 20141
raieõiguse müük metsaomaniku poolt, vt 46831";;JAH
02202;0220;Küttepuude tootmine;"Siia klassi kuulub:
- küttepuidu kogumine ja tootmine
- metsavarumisjääkide kogumine ja tootmine kütteks";;;;EI
023;02;Loodussaaduste, v.a puidu varumine;;;;;EI
0230;023;Loodussaaduste, v.a puidu varumine;"Siia klassi kuulub:
- loodussaaduste kogumine, nt:
 • seened, trühvlid
 • marjad
 • pähklid
 • balaata vm kummitaolised vaigud
 • kork
 • šellak ja vaigud
 • palsamid
 • tammetõrud, hobukastanid
 • samblad ja samblikud
 • taimne vill / merihein
Siia klassi kuulub ka:
- looduslike ürtide kogumine ja nende looduslik kuivatamine";;"nende toodete mittelooduslik kasvatamine (v.a korgipuude kasvatamine), vt osa 01
seente või trühvlite kasvatamine, vt 0113
marjade või pähklite kasvatamine, vt 0125
küttepuude kogumine, vt 0220";;JAH
02301;0230;Loodussaaduste, v.a puidu varumine;"Siia klassi kuulub:
- loodussaaduste kogumine, nt: seened, trühvlid, marjad, pähklid, balaata vm kummitaolised vaigud, kork, šellak ja vaigud, palsamid, tammetõrud, hobukastanid, samblad ja samblikud, taimne vill / merihein
Siia klassi kuulub ka:
- looduslike ürtide kogumine ja nende looduslik kuivatamine";"metsamarjade puhastamine
pilliroo kogumine
puumahlade kogumine
ravimtaimede kogumine";"nende toodete mittelooduslik kasvatamine (v.a korgipuude kasvatamine), vt osa 01
seente või trühvlite kasvatamine, vt 01131
marjade või pähklite kasvatamine, vt 01251
küttepuude kogumine, vt 02202
puitlaastude tootmine, vt 16109
raieõiguse müük metsaomaniku poolt, vt 46831";;JAH
024;02;Metsamajandust abistavad tegevused;;;;;EI
0240;024;Metsamajandust abistavad tegevused;"Siia klassi kuuluvad teatud osa metsatööde tegemine tasu eest või lepingu alusel.
Siia klassi kuuluvad:
- metsandusalased teenused:
 • metsa inventeerimine
 • metsamajanduse konsultatsiooniteenused
 • puidu hindamine
 • metsatulekahjude kustutamine ja ennetamine
 • metsakahjurite tõrje
- metsaraieteenused:
 • palgivedu metsa sees";;"metsapuid kasvatavate puukoolide tegevus, vt 0210
metsamaa kuivendamine, vt 4312
ehitusplatside puhastamine, vt 4312";;JAH
02401;0240;Metsamajandust abistavad tegevused;"Siia klassi kuuluvad teatud osa metsatööde tegemine tasu eest või lepingu alusel.
Siia klassi kuuluvad:
metsandusalased teenused:
- metsa inventeerimine
- metsamajanduse konsultatsiooniteenused
- puidu hindamine
- metsatulekahjude kustutamine ja ennetamine
- metsakahjurite tõrje
- metsaraieteenused: palgivedu metsa sees";"metsatöötlusmasinate rentimine koos juhiga
puude laasimine, koorimine metsas
puude lõhkumise teenuse osutamine";"metsapuid kasvatavate puukoolide tegevus, vt 02101
metsamaa kuivendamine, vt 43122
ehitusplatside puhastamine, vt 43121";;JAH
03;A;Kalapüük ja vesiviljelus;"Siia ossa kuulub kalapüük ja vesiviljelus, mida iseloomustab mere-, riim- või mageveekalade, koorikloomade, molluskite vm organismide ja toodete (nt veetaimed, pärlid, käsnad) kogumine.
Siia ossa kuuluvad ka mere- või mageveekalanduse või vesiviljelusega seotud teenused";;"kalade, koorikloomade või molluskite töötlemine maismaatehastes või laevadel, vt 1020
laevade ja paatide ehitamine ja parandamine, vt 3011, 3013, 3315, 3318
sportlik või meelelahutuslik kalapüük, vt 9319";"Eesti E-kaubanduse Liit
Eesti Kalaliit
Eesti Kaubandus-Tööstuskoda
Eesti Kaupmeeste Liit
Eesti Tööandjate Keskliit
Eesti Väike – ja Keskmiste Ettevõtjate Assotsiatsioon (EVEA)
Rahvusvaheline Kaubanduskoda ICC Eesti";EI
031;03;Kalapüük;Siia gruppi kuulub elusate veeorganismide (peamiselt kalade, molluskite ja koorikloomade) ja taimede püüdmine, korjamine või kogumine ookeani-, ranniku- või sisevetest inimtoiduks vm otstarbeks käsitsi või erinevate kalapüügivahenditega (nt võrgud, liinid ja mõrrad). Püük võib toimuda padumere rannikul (nt rannakarpide, austrite vm molluskite korjamine), rannikuvetes või avamerel. Siia kuulub kalastamine taasasustatud veekogudel.;;;;EI
0311;031;Merekalapüük;"Siia klassi kuulub:
- äritegevuslik kalapüük ookeanil ja rannikuvetes
- koorikloomade ja molluskite püük merest
- vaalapüük
- mereloomade (nt kilpkonnade, meripurade, mantelloomade, merisiilikute) püüdmine
Siia klassi kuulub ka:
- muude mereandide (nt looduslike pärlite, käsnade, korallide, vetikate) kogumine";;"mereimetajate (nt hüljeste, morskade) küttimine, v.a vaalapüük, vt 0170
vaalade töötlemine tehaslaevadel, vt 1011
kalade, koorikloomade ja molluskite töötlemine maismaatehastes või tehaslaevadel, vt 1020
lõbusõidulaevade rentimine koos meeskonnaga mere- ja rannikusõitudeks (nt kalastusretked), vt 5010
kalapüügi järelevalve, kalakaitse ja patrullteenused, vt 8424
sportlik või meelelahutuslik kalapüük ja sellega seotud teenused, vt 9319
sportliku kalapüügi alade käitamine, vt 9319";;JAH
